Company,City,State,Phone,MC_Number,DOT_Number,Called,Outcome,Notes
BABA TRANSPORTATION LLC,ISELIN,NJ,(917) 213-9530,MC1334452,3754947,,,
MY GIRLS HAULING LLC,FORKED RIVER,NJ,(732) 551-0092,MC1335423,3756246,,,
N&F SERVICES LLC,MARLTON,NJ,(908) 487-0998,MC1271094,3665711,,,
NILE TRUCKING LLC,ROBBINSVILLE,NJ,(646) 706-5398,MC1301647,3709956,,,
PRXPRESS-TRANSPORT LLC,PERTH AMBOY,NJ,(732) 725-8983,MC1274975,3674660,,,
JAYM LOGISTICS LLC,NEWARK,NJ,(201) 972-0560,MC1307336,3717738,,,
MOONLITE EXPRESS LLC,SADDLE BROOK,NJ,(201) 218-4057,MC1369524,3802981,,,
NY CARRIERS LLC,VINELAND,NJ,(718) 893-3060,MC1373626,3787239,,,
JNE TRANSPORTATION LLC,ELIZABETH,NJ,(908) 384-2908,MC1405478,3853666,,,
LEVELS  TRANSPORTATION  INC,PENNSAUKEN,NJ,(856) 676-1320,MC1421708,3877766,,,
SANTANA TRANSFER LLC,PISCATAWAY,NJ,(646) 664-6128,MC1454786,3927755,,,
TD EXPRESS LLC,CARTERET,NJ,(908) 525-9707,MC1409148,3859087,,,
ELEGANT LOGISTICS LLC,IRVINGTON,NJ,(973) 609-3959,MC1410727,3861436,,,
HIGH VOLTAGE TRANSPORT LLC,OXFORD,NJ,(862) 930-9747,MC1417633,3871635,,,
MALU TRANSPORTATION LLC,HALEDON,NJ,(862) 310-5897,MC1475102,3957857,,,
BRUNO TOWING LLC,LONG BRANCH,NJ,(732) 829-8563,MC1457692,3932118,,,
ALMONTE TRUCK SERVICE CORP,HACKENSACK,NJ,(646) 399-8065,MC1406829,3855646,,,
LSD XPRESS LLC,LINDEN,NJ,(908) 708-5709,MC1550160,4077055,,,
FRANCISCO TRANSPORT LLC,PASSAIC,NJ,(201) 515-9262,MC1534084,4049405,,,
FAVOUR TRUCKING LLC,DELRAN,NJ,(856) 242-0982,MC1490693,3981214,,,
Z&E LOGISTCS LLC,NEWARK,NJ,(862) 290-8072,MC1580285,4128257,,,
FLY BOX FLY LLC,SOMERSET,NJ,(908) 219-7747,MC1531216,4044502,,,
KALER EXPRESS LLC,FLORENCE,NJ,(516) 737-8643,MC1508123,4007783,,,
JTMT TRANSPORT LLC,HAWTHORNE,NJ,(201) 699-2134,MC1520443,4027069,,,
RO RO TRANSPORTATION LLC,PLAINFIELD,NJ,(973) 344-4074,MC1510448,4011375,,,
DYNAMIC SHIPPING SOLUTIONS LLC,MOORESTOWN,NJ,(856) 905-5248,MC1545293,3383755,,,
TRANSLINK LOGISTICS LLC,KENVIL,NJ,(512) 773-7663,MC1524334,4033280,,,
TEAM LUCKY MONEY TRUCKING LLC,ORANGE,NJ,(321) 402-7479,MC1515330,4018926,,,
SWEET CAKES & MUFFINS LLC,WOODLAND PARK,NJ,(862) 529-1861,MC1660800,4274903,,,
EAST VAN LINES LLC,CLIFTON,NJ,(862) 428-4879,MC1647865,4251163,,,
JEIZY TRUCKING LLC,PERTH AMBOY,NJ,(732) 585-8021,MC1628835,4183755,,,
CLEARLY LOGISTICS LLC,MATAWAN,NJ,(215) 390-8225,MC1621446,4167389,,,
AHMED LOGISTICS LLC,EDISON,NJ,(908) 525-2836,MC1638020,4233116,,,
TRANSBUD TRANSPORTATION LLC,SADDLE BROOK,NJ,(201) 314-8433,MC1633550,4224862,,,
RODNEY TRANSPORTATION LLC,CAMDEN,NJ,(856) 345-8474,MC1689530,4328143,,,
CAR-A-VAN AND COMPANY LLC,JERSEY CITY,NJ,(929) 401-1121,MC1665069,4282688,,,
THE NOMADAS TRUCKING LLC,ELIZABETH,NJ,(908) 249-6774,MC1616260,4193036,,,
CITYWIDE FREIGHT LOGISTICS LLC,MATAWAN,NJ,(347) 951-2890,MC1697591,4343934,,,
JULIO CRUZ TRANSPORTATION LLC,PERTH AMBOY,NJ,(929) 467-0851,MC1601741,4166325,,,
POLO TRANSPORTATION LLC,BLOOMFIELD,NJ,(917) 870-1787,MC1688164,4325365,,,
LOGISTICS TP&G LLC,NORTH BRUNSWICK,NJ,(732) 979-6616,MC1666731,4266241,,,
HOOK & GO LTL SERVICES LLC,NORTH BERGEN,NJ,(201) 893-2159,MC1618710,4197565,,,
MO MOVES LLC,MAPLE SHADE,NJ,(917) 403-3686,MC1688386,4325809,,,
ALKE TRUCKING LLC,MAPLEWOOD,NJ,(973) 996-5304,MC1652574,4259881,,,
GARCIA XPRESS LLC,ELIZABETH,NJ,(908) 545-2738,MC1634305,4226207,,,
BLACKWOOD EAST INC,SOMERSET,NJ,(917) 940-9869,MC1683993,4317589,,,
MARTINEZ LOGISTICS TRANSPORT LLC,MAGNOLIA,NJ,(201) 899-1390,MC1606336,4174679,,,
GO WITH ZOLO INC,MILLVILLE,NJ,(212) 871-7821,MC1659979,4273404,,,
EDWARD HEAVY TRUCK LLC,FLEMINGTON,NJ,(908) 963-1543,MC1599560,4162118,,,
J-R-C TRANSPORT LLC,CHERRY HILL TOWNSHIP,NJ,(908) 392-6004,MC1623697,4206523,,,
SAFE & SOUND SHIPPING LLC,CLIFTON,NJ,(201) 300-9860,MC1609509,4180615,,,
F&D SOLUTION SERVICE LLC,NORTH BERGEN,NJ,(917) 399-0299,MC1685216,4319780,,,
APEX TOWING AND RECOVERY LLC,NEWFIELD,NJ,(856) 279-1935,MC1676051,4302955,,,
ALFA23 EXPRESS INC,MONROE TOWNSHIP,NJ,(347) 254-5021,MC1613705,4188369,,,
ROTONDI HOLDINGS LLC,CHATHAM,NJ,(973) 703-1795,MC1693567,4336063,,,
4S FREIGHT LLC,EAST WINDSOR,NJ,(929) 608-9666,MC1677140,4304945,,,
BOBO TRANSPORT CORP,PLAINFIELD,NJ,(929) 531-2979,MC1695894,4340585,,,
MANCEBO LOGISTICS LLC,CARLSTADT,NJ,(862) 287-4646,MC1665845,4282674,,,
HAIFA TRUCKING LLC,TEANECK,NJ,(973) 444-2666,MC1644708,4245262,,,
MATOS TRANSPORTATION LLC,PASSAIC,NJ,(973) 930-7254,MC1772437,4485764,,,
BECERRA JR TRUCKING LLC,WEEHAWKEN,NJ,(551) 327-7948,MC1707898,4330064,,,
AMIRI TRANSPORT CORP,ELIZABETHPORT,NJ,(551) 229-7330,MC1714045,4374778,,,
NEALY'S TRANSPORT & LLC,NORTH PLAINFIELD,NJ,(347) 265-7245,MC1744931,4433897,,,
ASANTE TRUCKING LLC,AVENEL,NJ,(732) 619-3850,MC1760897,3806584,,,
L&D DRIVESEAL LOGISTICS LLC,NEWTON,NJ,(201) 359-6170,MC1749944,4212001,,,
ROVER DISPATCH INC,WILDWOOD,NJ,(640) 250-7333,MC1763491,4468927,,,
SAZ TRANSPORTATION LLC,PATERSON,NJ,(862) 271-6934,MC1781384,4492785,,,
GUILLEN LOGISTICS LLC,PERTH AMBOY,NJ,(407) 663-1944,MC1795087,4245594,,,
PLS USA INC,LITTLE FERRY,NJ,(510) 415-4265,MC1785951,3400402,,,
LEGENDS SUPERMARKET LLC,RAHWAY,NJ,(347) 499-1671,MC1799724,4536773,,,
EWE LINES LLC,ELIZABETH,NJ,(201) 407-3971,MC1778388,4496733,,,
CB ELITE RIDES LLC,TEANECK,NJ,(347) 867-9127,MC1741895,4428041,,,
C AREVALOS LOGISTICS CORP,EDISON,NJ,(631) 631-3586,MC1775884,4492112,,,
CB1 LOGISTICS LLC,ISELIN,NJ,(848) 468-0586,MC1791407,4521237,,,
RALLY LOGISTICS LLC,CARTERET,NJ,(908) 347-2447,MC1778238,4496535,,,
MNS LOGISTICS LLC,CLIFTON,NJ,(862) 328-0589,MC1772115,4485169,,,
JMC LOGISTICS EXPRESS LLC,SKILLMAN,NJ,(862) 450-5269,MC1786084,4511241,,,
SOBELLE TRANSPORT,KEARNY,NJ,(201) 989-6828,MC1799255,4535889,,,
ALPHA Z2 LOGISTICS LLC,HOWELL,NJ,(732) 328-4421,MC1803354,4543371,,,
SUNRISE OFFICE SERVICES NJ,LINDEN,NJ,(718) 442-2800,MC1794269,4526606,,,
JCA TRANSPORTATION LLC,GREEN TOWNSHIP,NJ,(347) 761-1607,MC1788122,4515123,,,
ROYAL STAR EXPRESS INC,HARRISON,NJ,(347) 247-8075,MC1802216,4541334,,,
V & G TRUCKING SERVICES LLC,NORTH ARLINGTON,NJ,(631) 636-9701,MC1796697,4531136,,,
ABOVE AND BEYOND LOGISTICS INC,KEARNY,NJ,(908) 346-7150,MC1751720,4446745,,,
SNOWBALL LOGISTICS LLC,NEWARK,NJ,(973) 332-8786,MC1736702,4418319,,,
MACKMAN COURIER SERVICE LLC,CLIFFSIDE PARK,NJ,(929) 461-3227,MC1773793,4488329,,,
JS TRANZ LLC,CARTERET,NJ,(908) 525-2071,MC1724312,4394607,,,
CHIMBORAZO TRANSPORT LLC,NEWARK,NJ,(201) 761-9424,MC1792814,4523932,,,
BUROQ LLC,RIDGEWOOD,NJ,(347) 805-9000,MC1752456,4448112,,,
MODRAY LLC,TOTOWA,NJ,(845) 367-7462,MC1783968,4507356,,,
ARIA ENTERPRISE LLC,BERGENFIELD,NJ,(201) 667-6903,MC1801948,4540842,,,
A AND A AUTO TRANSPORT LLC,WAYNE,NJ,(973) 931-0874,MC1802712,2565752,,,
DADSON TRANSPORTATION LLC,POINT PLEASANT BEACH,NJ,(848) 448-4422,MC1713758,4374268,,,
ASAP LOGISTICS GROUP LLC,MARLBORO,NJ,(551) 344-9055,MC1786171,4511413,,,
J&D CIA TRUCKING LLC,PATERSON,NJ,(201) 966-0613,MC1760583,4463516,,,
BRAVO ZULU LOGISTICS LLC,PLAINFIELD,NJ,(908) 937-7707,MC1718210,4382524,,,
SHP FREIGHT LLC,ENGLEWOOD,NJ,(201) 660-4927,MC1776745,4493690,,,
KP BOYD LOGISTICS GROUP LLC,TOMS RIVER,NJ,(609) 772-2621,MC1794793,4527548,,,
VPR UNITED CORP,NORTH BRUNSWICK,NJ,(732) 713-2486,MC1787701,4514323,,,
SAJFER TRANSPORTATION LLC,WEST NEW YORK,NJ,(201) 667-1553,MC1722285,4390511,,,
GSG TRANSPORT INC,PORT READING,NJ,(929) 231-6427,MC1801790,4540374,,,
CLARKS CONTRACTING LLC,BRIDGETON,NJ,(609) 381-2031,MC1783451,4360866,,,
TIDINGS SIBOTSHIWE,LEBANON,IN,(314) 853-8445,MC638863,1744828,,,
GOLD STAR TRANS INC,INDIANAPOLIS,IN,(206) 554-9364,MC750917,2144910,,,
DAVID LEE TRANSPORT LLC,MILFORD,IN,(574) 202-0162,MC797890,2336835,,,
EAGLE EYE TRANS INC,NEW PALESTINE,IN,(317) 599-5939,MC786839,2304786,,,
KTY TRANSPORT INC,HAMMOND,IN,(312) 257-4004,MC952515,1722204,,,
MR J J SINGH TRANSPORT INC,GREENWOOD,IN,(909) 485-8330,MC121093,3174094,,,
HOOSIER TRANS LLC,ODON,IN,(812) 798-3545,MC024075,3001001,,,
J  S  MAND  TRANSPORT  INC,INDIANAPOLIS,IN,(559) 813-4818,MC122102,3175006,,,
DW-MED AUTO TRANSPORT LLC,CAMBY,IN,(317) 665-3011,MC1079765,3368733,,,
HONORABLE TRANSPORTATION TOWING LLC,INDIANAPOLIS,IN,(317) 400-1375,MC1103591,3409979,,,
TREMARK LOGISTICS LLC,WESTFIELD,IN,(812) 243-1718,MC1062857,3333631,,,
BRIAN K. LEWIS,GREENSBURG,IN,(317) 430-2273,MC1097035,3405721,,,
A G R TRUCKING INC,INDIANAPOLIS,IN,(917) 717-2108,MC1129024,3459906,,,
FUELMASTER TRANSPORT LLC,INDIANAPOLIS,IN,(317) 399-9900,MC1076356,2561307,,,
PRIDE TRUCKS INC,GREENWOOD,IN,(347) 944-8119,MC1084424,3379484,,,
HSD TRANS INC,GREENWOOD,IN,(209) 452-6743,MC1111420,3430666,,,
SEMBHI TRUCKING LLC,INDIANAPLOIS,IN,(206) 612-9472,MC1154816,3499890,,,
FATEH EXPRESS INC,GOSHEN,IN,(574) 406-1171,MC1217995,3593466,,,
GURMUKH TRANSPORT INC,INDIANAPOLIS,IN,(317) 966-7950,MC1205862,3575473,,,
PREMIER AG CO OP INC,SEYMOUR,IN,(812) 524-1020,MC1168833,260330,,,
BALLISTIC LOGISTICS LLC,WOLCOTTVILLE,IN,(260) 348-6003,MC1217408,3592598,,,
KHAROUD TRUCKING COMPANY INC,RICHMOND,IN,(209) 712-2421,MC1203149,3571409,,,
I-ROLLERS LLC,MERRILLVILLE,IN,(813) 392-9161,MC1184191,3543766,,,
EL SHADDAI TRUCKING LLC,WASHINGTON,IN,(561) 401-5249,MC1191689,3554665,,,
ARROWS TRANSPORT LLC,FISHERS,IN,(317) 540-1484,MC1234302,3617294,,,
HR40 LOGISTICS INC,PENDLETON,IN,(317) 772-0065,MC1213832,3587334,,,
PELIA TRANSPORT INC,FISHERS,IN,(347) 279-5827,MC1360966,3791323,,,
PERFECT TIME TRANSPORTATION LLC,WHITING,IN,(312) 599-3688,MC1377547,3814032,,,
SOLO TRUCKING LLC,INDIANAPOLIS,IN,(317) 701-7679,MC1371903,3806297,,,
LARRY STRAIT,MOUNT VERNON,IN,(812) 838-5547,MC1425893,3884049,,,
BARUS LOGISTICS LLC,WEST LAFAYETTE,IN,(219) 224-4169,MC1394772,3838094,,,
PLOUGHE'S WRECKER SERVICE INC,PITTSBORO,IN,(317) 892-7333,MC1459896,3935406,,,
TEAM HYENA LLC,HAMMOND,IN,(219) 516-9583,MC1520813,4027643,,,
CSB TRANSPORTATION LLC,INDIANAPOLIS,IN,(732) 781-5847,MC1531288,4044613,,,
LEE TRANSPORT LLC,FRANKFORT,IN,(765) 670-5391,MC1496802,3990399,,,
PERNELL TRUCKING LLC,FORT WAYNE,IN,(260) 580-0436,MC1523948,4032626,,,
MGY TRUCKING LLC,INDIANAPOLIS,IN,(215) 954-2929,MC1505720,4004089,,,
MORE IS BETTER LOGISTICS LLC,MERRILLVILLE,IN,(312) 889-4866,MC1561721,4096422,,,
ENRICH LOGISTICS LLC,GREENWOOD,IN,(916) 620-1177,MC1503407,4000549,,,
PRO PALLET LLC,GARY,IN,(219) 806-5440,MC1545709,2840029,,,
ONE UMMAH LOGISTICS LLC,CARMEL,IN,(317) 552-9571,MC1550515,4077634,,,
FREEMAN'S TRANSPORT LLC,PAOLI,IN,(812) 528-2458,MC1582881,3272593,,,
SFS TRANSPORT INC,GREENWOOD,IN,(929) 398-0215,MC1588542,4142404,,,
SAHIB LOGISTICS LLC,WHITELAND,IN,(540) 336-9895,MC1508492,4008349,,,
RBURRIS LLC,GREENWOOD,IN,(317) 374-7408,MC1526261,4036281,,,
MH CARGO INC,INDIANAPOLIS,IN,(530) 393-2876,MC1637272,4231681,,,
BANI TRANSPORT INC,NEW PALESTINE,IN,(929) 456-7876,MC1660256,4273893,,,
V&V INTERNATIONAL TRUCKING INC,INDIANAPOLIS,IN,(786) 934-2801,MC1589290,4143699,,,
PRECISION HAULING LLC,GOSHEN,IN,(574) 500-5140,MC1686013,4296666,,,
STF INC,GREENWOOD,IN,(631) 903-2127,MC1699235,4347150,,,
IREX TRANSPORT INC,GARY,IN,(773) 704-4003,MC1670328,4274485,,,
TWIN FLAG TRUCKING INC,FISHERS,IN,(317) 714-8896,MC1670809,4293153,,,
AST TRUCKING INC,WHITELAND,IN,(209) 980-0007,MC1611193,4183662,,,
NDIB CARRIER INC,FORT WAYNE,IN,(804) 517-4275,MC1683334,4316373,,,
BLUE FLAG INC,INDIANAPOLIS,IN,(317) 652-1279,MC1635669,4228741,,,
SILK ROAD CARGO INC,INDIANAPOLIS,IN,(516) 581-3012,MC1664030,4280795,,,
ALPHA HOLDING LLC,FORT WAYNE,IN,(812) 337-9115,MC1695127,4339050,,,
MLH FREIGHT INC,CROWN POINT,IN,(463) 317-6223,MC1701167,4350870,,,
RED FEATHER LOGISTICS INC,HIGHLAND,IN,(219) 546-8700,MC1698297,4345266,,,
ROODELY EXPRESS LLC,PLAINFIELD,IN,(317) 641-9480,MC1697261,4343275,,,
4HC TRANSPORT LLC,HAMMOND,IN,(219) 688-6744,MC1652000,4258822,,,
GOLDEN KING TRANSPORT INC,SOUTHBEND,IN,(929) 393-1145,MC1701228,4350979,,,
DYNAMIC TRANSPORT LLC,LOGANSPORT,IN,(574) 226-2475,MC1711553,4370230,,,
ROYAL ROUTE LOGISTICS LLC,MUNCIE,IN,(618) 580-9287,MC1802830,4542478,,,
SAINT-PM LLC,HOWE,IN,(260) 350-4976,MC1772105,4485155,,,
NAPTOWN EXPRESS LLC,INDIANAPOLIS,IN,(317) 551-1331,MC1728581,4402940,,,
GIO INC,GREENWOOD,IN,(463) 313-5019,MC1729518,4404657,,,
5JAB GROUP INC,GREENWOOD,IN,(929) 428-3633,MC1709981,4367290,,,
CONFIDENTIAL CARGO LLC,FISHERS,IN,(317) 900-3734,MC1788419,4515655,,,
B GIBSON TRUCKING LLC,GASTON,IN,(765) 432-6788,MC1702853,4354056,,,
LA TRANSPORT LOGISTIC LLC,INDIANAPOLIS,IN,(317) 556-5810,MC1704031,4356355,,,
AA2 TRUCKING LLC,INDIANAPOLIS,IN,(317) 909-2568,MC1704577,4357427,,,
FARM & JUNCTION LLC,CRAWFORDSVILLE,IN,(765) 401-0169,MC1797042,4531794,,,
W&E TRUCKING LLC,CAMBY,IN,(317) 679-3570,MC1771561,4484135,,,
CJH EX AND T LLC,FLOYDS KNOBS,IN,(502) 291-1170,MC1775282,4491088,,,
BULLNOSE TRUCKING & EXCAVATING LLC,VEVAY,IN,(812) 599-8296,MC1801339,4539733,,,
CK FREIGHT INC,INDIANAPOLIS,IN,(317) 937-7506,MC1704962,4358153,,,
GUGENHAUS LLC,FORT WAYNE,IN,(260) 267-2350,MC1780828,4501393,,,
LEOPARDS LOGISTICS INC,INDIANAPOLIS,IN,(231) 221-4801,MC1717376,4381039,,,
JP TRUCKLINE INC,GREENWOOD,IN,(516) 902-5749,MC1801802,4540599,,,
JAI TRUCKLINE INC,GREENWOOD,IN,(470) 856-5990,MC1789482,4517641,,,
DOUBLE DOWN TRANSPORT LLC,MONTICELLO,IN,(574) 870-3326,MC1802229,4541353,,,
IRON BROTHERS TRANSPORT LLC,JEFFERSONVILLE,IN,(502) 780-9420,MC1802321,4541521,,,
MILECORE LOGISTICS LLC,JEFFERSONVILLE,IN,(502) 453-8577,MC1770902,4482931,,,
KRJM HAULING LLC,OSGOOD,IN,(812) 212-7997,MC1801776,4540545,,,
PERFECTION LOGISTICS LLC,FORT WAYNE,IN,(260) 372-0568,MC1731422,4408358,,,
PRESIDENT LOGISTICX INC,GARY,IN,(219) 448-1932,MC1802910,4542610,,,
DTM AUTO LLC,MERRILLVILLE,IN,(630) 347-7636,MC1758799,4456080,,,
DONN TRANSPORT LLC,DANVILLE,IN,(317) 809-0088,MC1792702,4523712,,,
VALLEY LINE WOOD PRODUCTS LLC,SHIPSHEWANA,IN,(773) 558-2019,MC1764839,4471521,,,
KME TRANSPORT LLC,LAGRANGE,IN,(260) 349-8041,MC1774722,4490071,,,
OA TRANSPORTATION LLC,PERU,IN,(574) 265-7720,MC1731340,4408195,,,
RIGHT CHOICE TRUCKING LLC,INDIANAPOLIS,IN,(317) 258-0971,MC1791252,4520950,,,
UDAY TRANS INC,NEW PALESTINE,IN,(317) 517-2464,MC1717600,4381437,,,
HIGH MOTOR TRANSPORTATION LLC,FORT WAYNE,IN,(847) 833-8830,MC1797896,4533401,,,
ROSE CONTRACTING LLC,PEKIN,IN,(812) 620-1677,MC1801688,4540346,,,
GWD CARRIER LLC,GREENWOOD,IN,(516) 469-9666,MC1800825,4538725,,,
SELECT 1 TRANSPORT LLC,ROMULUS,MI,(248) 801-2140,MC314927,673525,,,
AMERICAN TRUCKING A&L LLC,DEARBORN HTS,MI,(313) 910-3312,MC662657,1826517,,,
E C TRANSPORT INC,CLINTON TWP,MI,(586) 260-4577,MC742662,2132304,,,
SHAC TRANS LLC,STERLING HEIGHTS,MI,(586) 489-9696,MC742548,2131935,,,
BACKROADS TRUCKING LLC,COLUMBIAVILLE,MI,(810) 656-6965,MC810186,2363588,,,
BODY WORKS TOWING LLC,MENOMINEE,MI,(906) 863-3673,MC801761,2188504,,,
WAY TO GO TRANSPORT LLC,ESSEXVILLE,MI,(989) 415-2178,MC917222,2634443,,,
FOUR BROTHERS EXPRESS INC,DEARBORN,MI,(313) 737-9380,MC113051,3126960,,,
KHAIZEN TRUCKING LLC,DEARBORN,MI,(313) 289-3015,MC073143,3093260,,,
BALDWIN RECOVERY LLC,STOCKBRIDGE,MI,(727) 470-7500,MC090585,1723514,,,
BAD GIRL TRUCKING 313 LLC,DETROIT,MI,(313) 974-7837,MC112348,3162724,,,
USA EXPEDITE LLC,GRANT TOWNSHIP,MI,(810) 488-0322,MC1012070,3229152,,,
FIVE STAR EXPEDITE CO,DEARBORN,MI,(313) 663-7555,MC128706,3183580,,,
SAI TRANSPORT LLC,STERLING HEIGHTS,MI,(586) 864-4032,MC1073378,3354256,,,
HIGHWAY FREIGHT LLC,DEARBORN,MI,(313) 338-5289,MC1084099,3378787,,,
DMM TRUCKING LLC,DETROIT,MI,(313) 414-7353,MC1062439,3332957,,,
ROADWAY TOWING & SERVICES INC,DEARBORN,MI,(313) 888-2200,MC1081801,2950544,,,
GREGORY ROBERT LYTLE,SHEPHERD,MI,(989) 408-2863,MC1224372,3602783,,,
TRIPLE A TRANSPORT LLC,DEARBORN,MI,(313) 657-4819,MC1215479,3589765,,,
RTC TRUCKING LLC,WEBBERVILLE,MI,(517) 420-0414,MC1242549,3092745,,,
K & C EXPRESS LINES LLC,FLINT,MI,(678) 310-7740,MC1313508,3726114,,,
MCA EXPRESS LLC,DEARBORN,MI,(313) 900-5134,MC1299799,3707460,,,
HAMDAN EXPRESS LLC,DEARBORN,MI,(313) 289-1262,MC1323303,3739662,,,
MOORE GLOBAL TRANSPORTATION MGT LLC,MACOMB,MI,(313) 922-7900,MC1278082,3678044,,,
WE'RE HERE LLC,STERLING HTS,MI,(313) 598-4240,MC1376436,3812028,,,
GREAT GUARDIAN TRUCKING AND LOGISTICS LLC,KALAMAZOO,MI,(269) 399-5370,MC1454796,3925633,,,
NM TRUCKING LLC,STERLING HEIGHTS,MI,(702) 918-0469,MC1477394,3961301,,,
REVENT TRANSPORT LLC,TROY,MI,(248) 464-7059,MC1504880,4002781,,,
BLUE LOADING LLC,HOLLAND,MI,(616) 312-4707,MC1537775,4055577,,,
ELEVATION T&D CONTRACTING LLC,PONTIAC,MI,(248) 445-2199,MC1585890,4137916,,,
CVH FREIGHT LLC,SPARTA,MI,(616) 430-0210,MC1519395,4025410,,,
J-WINS APPLIANCE AND DELIVERY LLC,GRAND RAPIDS,MI,(616) 541-7415,MC1633929,4225587,,,
JB'S ENTERPRISE TRUCKING LLC,DETROIT,MI,(313) 475-3552,MC1613843,3862915,,,
C & E SERVICE SOLUTIONS LLC,CANTON,MI,(313) 744-3116,MC1696145,4341070,,,
VELOO LOGISTICS INC,TROY,MI,(313) 910-4192,MC1692849,4334705,,,
JON SIBLEY TRUCKING LLC,IRONWOOD,MI,(906) 364-2543,MC1706817,4361525,,,
LIFE 1 TRUCKING LLC,DEARBORN,MI,(313) 442-3442,MC1729597,4404832,,,
EVERGREEN TRUCKING SOLUTIONS LLC,FARMINGTON HILLS,MI,(810) 394-7870,MC1794623,4527248,,,
D & A HAULING LLC,FLINT,MI,(810) 285-0828,MC1712973,4372858,,,
J&N HOTSHOT HAULERS LLC,REED CITY,MI,(231) 598-0599,MC1721970,4389867,,,
BEBOW TRANSPORT INC,ALMA,MI,(989) 681-3762,MC1749805,817784,,,
ROADRUNNERS TRUCKING & DISPATCHING CO,GRAND RAPIDS,MI,(616) 325-0663,MC1803304,4524730,,,
A&M TRANSPORTATION LLC,PONTIAC,MI,(810) 224-8710,MC1801763,4540528,,,
TJ ENTERPRISE LLC,PONTIAC,MI,(248) 935-9427,MC1802447,4541768,,,
G7 FREIGHT INC,ROCHESTER HILLS,MI,(248) 878-4022,MC1748497,4440548,,,
EARLEY'S TRANSPORT LLC,ROMULUS,MI,(734) 777-8211,MC1709614,4366586,,,
VOLT TRANS LLC,DEARBORN,MI,(313) 977-4333,MC1726618,4399127,,,
ELYAS TRUCKING LLC,SHELBY TOWNSHIP,MI,(702) 927-9837,MC1798879,4535152,,,
HUMZY & SONS LOGISTICS LLC,DETROIT,MI,(313) 710-0873,MC1771630,4484248,,,
PBE SALES LLC,WESTLAND,MI,(734) 776-0615,MC1752794,4307541,,,
PREMIER PACKAGE PROS LLC,SOUTHFIELD,MI,(313) 459-3030,MC1787954,4514796,,,
PINE CREEK EXCAVATING INC,IRON MOUNTAIN,MI,(906) 282-1094,MC1802981,2986248,,,
AG FAST FREIGHT TRANSPORT LLC,SPRINGPORT,MI,(616) 227-8025,MC1789157,4517027,,,
SM2 LOGISTICS LLC,WARREN,MI,(313) 887-4474,MC1705411,4358980,,,
TRANSSWIFT LLC,COLDWATER,MI,(313) 917-5724,MC1717857,4381870,,,
PUNJAB07 TRANS INC,THREE RIVERS,MI,(269) 535-2757,MC1737888,4420556,,,
FLOREA FARMS LLC,SPRING LAKE,MI,(616) 589-7648,MC1802518,4504253,,,
ERIC  TRUCKING  LLC,KENTWOOD,MI,(616) 401-8221,MC1802270,4541422,,,
SPARTAN TRANSPORTATION LLC,WENTZVILLE,MO,(636) 445-7277,MC313430,778608,,,
LARRY MUCK TRUCKING INC.,MEADVILLE,MO,(816) 938-4235,MC209141,340263,,,
"DARDENNE CREEK FARMS, INC.",WENTZVILLE,MO,(636) 398-6914,MC402052,850520,,,
"OLD SCHOOL TRANSPORT, LLC",PHILLIPSBURG,MO,(417) 576-0138,MC488573,1241690,,,
JHA CAIN INC,JOPLIN,MO,(417) 540-0403,MC598126,1618830,,,
"BACK FORTY EXPRESS, LLC",STOTTS CITY,MO,(417) 860-7106,MC715829,2040803,,,
SAMS TRUCKING LLC,EXCELSIOR SPRINGS,MO,(816) 516-6184,MC749517,588855,,,
"RELIABLE TRANSPORT RT, LLC",HUGHESVILLE,MO,(660) 620-1105,MC798853,2299184,,,
LARRY LAKEY TRUCKING LLC,ALDRICH,MO,(417) 694-8012,MC819621,2385503,,,
IDEAL TRANSPORTATION LLC,MORRISVILLE,MO,(417) 298-4870,MC857725,2478913,,,
MZ LINE EXPRESS LLC,REPULIC,MO,(916) 642-6566,MC903877,2581382,,,
DDA EXPRESS LLC,OZARK,MO,(417) 252-0412,MC962012,2869730,,,
OSG TOWING LLC,SAINT LOUIS,MO,(314) 941-3981,MC982690,2511422,,,
RJB LLC,WENTZVILLE,MO,(844) 894-4449,MC076496,3090320,,,
YIELD PLUS INC,SCOTT CITY,MO,(573) 334-2189,MC027780,2065607,,,
DELTA TRUCKING LLC,ARNOLD,MO,(314) 398-2112,MC071159,3089518,,,
KC DUMPSTER COMPANY LLC,LEES SUMMIT,MO,(816) 591-2135,MC169468,2954928,,,
PRUETT TRANSPORTATION LLC,FREEMAN,MO,(913) 742-9405,MC1021336,2314247,,,
BUDDY'S FREIGHT SERVICE LLC,ALTENBURG,MO,(573) 517-2149,MC1090378,3048768,,,
STRONG DELIVERY LLC,FLORISSANT,MO,(314) 252-2005,MC1116934,3439919,,,
BAELU LLC,COLUMBIA,MO,(573) 818-5233,MC1193293,3556984,,,
WEATHER WRATH HAULING LLC,SHELL KNOB,MO,(573) 612-4141,MC1290860,3695419,,,
ROCKET TURTLE TRUCKING LLC,CAMERON,MO,(660) 473-4856,MC1297963,3705022,,,
BLKK LOGISTICS LLC,SAINT LOUIS,MO,(703) 496-0152,MC1328404,3746713,,,
